value_loss,fps,explained_variance,total_timesteps,nupdates,policy_entropy,ep_len_mean,ep_reward_mean
72940.4375,297,-1.430511474609375e-06,892500,25500,6.06298828125,1000.0,52400.17204008
590114.4375,297,-4.76837158203125e-07,896000,25600,6.054907321929932,1000.0,52145.99484089
303.6258239746094,297,4.172325134277344e-06,899500,25700,6.021275997161865,1000.0,52145.99484089
749669.0,297,7.748603820800781e-07,903000,25800,5.969223499298096,1000.0,49733.23865618
46831.47265625,297,0.0,906500,25900,5.944622039794922,1000.0,49733.23865618
683457.375,297,-2.384185791015625e-07,910000,26000,5.941457748413086,1000.0,50158.566585249995
23877.62890625,297,0.0,913500,26100,5.913520812988281,1000.0,50158.566585249995
678280.75,297,2.980232238769531e-07,917000,26200,5.903634071350098,1000.0,49793.89813373001
45836.26171875,297,5.364418029785156e-07,920500,26300,5.866633415222168,1000.0,49793.89813373001
581271.3125,297,-1.1920928955078125e-07,924000,26400,5.853233814239502,1000.0,50243.52322909001
78633.3046875,297,0.0,927500,26500,5.869243621826172,1000.0,50243.52322909001
565816.125,297,3.5762786865234375e-07,931000,26600,5.848717212677002,1000.0,51391.34617060999
4604.63623046875,297,0.0,934500,26700,5.818317413330078,1000.0,51391.34617060999
759560.625,297,1.1920928955078125e-07,938000,26800,5.78640079498291,1000.0,52286.978160809995
23516.6796875,297,2.980232238769531e-07,941500,26900,5.773151397705078,1000.0,52286.978160809995
785801.9375,297,-2.384185791015625e-07,945000,27000,5.737902641296387,1000.0,53276.08378254999
3478.280517578125,297,-5.960464477539062e-07,948500,27100,5.743020057678223,1000.0,53276.08378254999
688495.4375,297,-1.1920928955078125e-07,952000,27200,5.702439785003662,1000.0,55212.72586673
2582.238525390625,297,0.0,955500,27300,5.707587718963623,1000.0,55212.72586673
1041118.0625,297,-5.960464477539062e-07,959000,27400,5.710026741027832,1000.0,53510.33643037
7994.79541015625,297,1.7881393432617188e-07,962500,27500,5.675095081329346,1000.0,53510.33643037
1108333.0,297,-4.76837158203125e-07,966000,27600,5.666680812835693,1000.0,51601.942164039996
17195.958984375,297,-1.1920928955078125e-07,969500,27700,5.657407760620117,1000.0,51601.942164039996
1058632.875,297,8.344650268554688e-07,973000,27800,5.660743236541748,1000.0,49180.73270095001
98997.5390625,297,7.748603820800781e-07,976500,27900,5.671090126037598,1000.0,49180.73270095001
1085407.375,297,-4.76837158203125e-07,980000,28000,5.652056694030762,1000.0,48083.24791023001
63034.40625,297,0.0,983500,28100,5.605281352996826,1000.0,48083.24791023001
888746.4375,297,2.980232238769531e-07,987000,28200,5.577293395996094,1000.0,47839.76158569999
118.16989135742188,297,-8.106231689453125e-06,990500,28300,5.540017604827881,1000.0,47839.76158569999
670569.6875,297,1.1920928955078125e-07,994000,28400,5.5108537673950195,1000.0,45910.087049049995
138309.484375,297,-1.1920928955078125e-07,997500,28500,5.4837422370910645,1000.0,45910.087049049995
