time_elapsed,policy_entropy,policy_loss,total_timesteps,n_updates,fps,explained_variance,clipfrac,approxkl,value_loss,serial_timesteps,ep_reward_mean,ep_len_mean
119.75055170059204,9.403461,-0.005142748,21248,166,233,0.016190171241760254,0.16601562,0.012134456,0.015600406,5312,3174.0458468750003,500.0
120.3021993637085,9.414636,-0.01795167,21376,167,223,-0.005136251449584961,0.234375,0.0176785,0.0057668258,5344,3174.0458468750003,500.0
120.87625050544739,9.423989,0.005374411,21504,168,236,0.025623738765716553,0.16992188,0.012871629,0.017575676,5376,3174.0458468750003,500.0
121.41907954216003,9.420845,-0.000495845,21632,169,220,0.01012420654296875,0.16601562,0.012813402,0.02087689,5408,3174.0458468750003,500.0
122.0013780593872,9.420882,-0.012890746,21760,170,214,0.13119643926620483,0.19726562,0.016223086,0.0042275744,5440,3174.0458468750003,500.0
122.5980715751648,9.419313,-0.02544049,21888,171,207,0.056862056255340576,0.31640625,0.024430403,0.008315604,5472,3174.0458468750003,500.0
123.21554207801819,9.416966,-0.014725832,22016,172,33,-0.02891826629638672,0.234375,0.024025876,1.2859383,5504,3506.9052138181823,500.0
127.0448534488678,9.431531,-0.028429383,22144,173,273,-0.4733322858810425,0.2265625,0.020357253,0.00597991,5536,3506.9052138181823,500.0
127.51431798934937,9.435629,-0.04158541,22272,174,234,-0.0006372928619384766,0.3359375,0.027833845,0.0008319889,5568,3506.9052138181823,500.0
128.05980610847473,9.4346895,-0.021371732,22400,175,233,0.012848079204559326,0.26953125,0.02120507,0.010007227,5600,3506.9052138181823,500.0
128.6097686290741,9.433213,-0.033523485,22528,176,246,-0.003665328025817871,0.32617188,0.02942811,0.0029281653,5632,3506.9052138181823,500.0
129.12927412986755,9.443248,-0.013126117,22656,177,222,0.0044501423835754395,0.25390625,0.020983834,0.003868403,5664,3506.9052138181823,500.0
129.7062430381775,9.440086,-0.017375756,22784,178,207,0.061668574810028076,0.23242188,0.017293064,0.0018287832,5696,3506.9052138181823,500.0
130.32412791252136,9.428434,-0.012471366,22912,179,224,0.015960633754730225,0.24804688,0.017343348,0.004024766,5728,3506.9052138181823,500.0
130.89588379859924,9.417181,-0.007139873,23040,180,223,0.0013761520385742188,0.203125,0.014967388,0.009423917,5760,3506.9052138181823,500.0
131.46835923194885,9.417072,-0.027684564,23168,181,225,0.00012868642807006836,0.2421875,0.018574284,0.016001394,5792,3506.9052138181823,500.0
132.03645539283752,9.4039135,-0.004583249,23296,182,207,-0.019330859184265137,0.17578125,0.012459545,0.0063146595,5824,3506.9052138181823,500.0
132.6547393798828,9.397907,-0.012821502,23424,183,232,0.054943978786468506,0.234375,0.015960218,0.023201166,5856,3506.9052138181823,500.0
133.2058343887329,9.390197,-0.008447997,23552,184,215,0.061815619468688965,0.28320312,0.025636747,0.011277566,5888,3506.9052138181823,500.0
133.80140590667725,9.392264,-0.02416466,23680,185,218,0.01994532346725464,0.390625,0.049666114,0.002617397,5920,3506.9052138181823,500.0
134.38855576515198,9.394505,-0.018386573,23808,186,223,0.05498462915420532,0.19921875,0.014128415,0.0141811455,5952,3506.9052138181823,500.0
134.96191024780273,9.412279,-0.016538851,23936,187,209,0.042815446853637695,0.29296875,0.028989693,0.013660388,5984,3506.9052138181823,500.0
135.57483315467834,9.429374,-0.013399149,24064,188,32,0.00884401798248291,0.22851562,0.01951946,0.98368376,6016,3746.8258832083334,500.0
139.54197192192078,9.433966,-0.019888721,24192,189,221,0.052921175956726074,0.203125,0.018357748,0.0043239146,6048,3746.8258832083334,500.0
140.12104415893555,9.428976,-0.01438205,24320,190,217,-0.07176685333251953,0.3828125,0.030786969,0.008772458,6080,3746.8258832083334,500.0
140.71132969856262,9.422382,-0.004802587,24448,191,207,-0.08926701545715332,0.23242188,0.020293232,0.014801495,6112,3746.8258832083334,500.0
141.33004713058472,9.406581,-0.016182791,24576,192,218,0.06309998035430908,0.3125,0.023816774,0.006359848,6144,3746.8258832083334,500.0
141.91779208183289,9.390637,-0.017991357,24704,193,214,-0.058634281158447266,0.15625,0.009987809,0.0041616256,6176,3746.8258832083334,500.0
142.51620841026306,9.374325,-0.025235787,24832,194,214,0.08997881412506104,0.34375,0.029248767,0.0068036746,6208,3746.8258832083334,500.0
143.11396622657776,9.370534,-0.009549212,24960,195,219,-0.00484466552734375,0.29882812,0.021229375,0.008467304,6240,3746.8258832083334,500.0
143.698059797287,9.387356,0.00046676397,25088,196,204,-0.008081674575805664,0.29882812,0.022479234,0.0030753645,6272,3746.8258832083334,500.0
