fps,nupdates,explained_variance,policy_entropy,value_loss,total_timesteps,ep_len_mean,ep_reward_mean
234,25600,-2.384185791015625e-07,5.904677867889404,447486.0625,896000,1000.0,86586.22404869
235,25700,4.172325134277344e-07,5.887424468994141,133646.359375,899500,1000.0,86586.22404869
235,25800,-4.76837158203125e-07,5.863518238067627,768286.3125,903000,1000.0,87582.46555472998
235,25900,3.5762786865234375e-07,5.8465681076049805,112540.6484375,906500,1000.0,87582.46555472998
235,26000,4.172325134277344e-07,5.822652816772461,659817.9375,910000,1000.0,87802.54975699002
235,26100,-9.5367431640625e-07,5.8085832595825195,93899.046875,913500,1000.0,87802.54975699002
235,26200,-4.76837158203125e-07,5.798911094665527,652473.9375,917000,1000.0,85338.39036223998
235,26300,3.993511199951172e-06,5.775258541107178,65232.54296875,920500,1000.0,85338.39036223998
235,26400,1.0132789611816406e-06,5.759964942932129,740458.9375,924000,1000.0,81970.91016407999
235,26500,-3.933906555175781e-06,5.742940902709961,49724.828125,927500,1000.0,81970.91016407999
235,26600,-1.1920928955078125e-07,5.754659175872803,509943.4375,931000,1000.0,79510.29818505001
236,26700,-3.5762786865234375e-07,5.741422176361084,111992.9921875,934500,1000.0,79510.29818505001
236,26800,-8.344650268554688e-07,5.738991737365723,471166.96875,938000,1000.0,80484.85076632
236,26900,-1.5497207641601562e-06,5.746886253356934,118603.7109375,941500,1000.0,80484.85076632
236,27000,-1.1920928955078125e-06,5.736254692077637,925594.3125,945000,1000.0,82067.91933875
236,27100,3.3974647521972656e-06,5.722470760345459,596.0535278320312,948500,1000.0,82067.91933875
236,27200,-1.430511474609375e-06,5.731447219848633,511714.46875,952000,1000.0,81882.24340364
236,27300,-3.337860107421875e-06,5.709753036499023,75319.5390625,955500,1000.0,81882.24340364
236,27400,1.4901161193847656e-06,5.708414554595947,494923.3125,959000,1000.0,81731.59934944999
236,27500,1.9073486328125e-06,5.689888954162598,98204.765625,962500,1000.0,81731.59934944999
236,27600,-5.960464477539062e-07,5.686410903930664,632418.125,966000,1000.0,81283.41531879999
236,27700,1.9073486328125e-06,5.697958946228027,102799.3046875,969500,1000.0,81283.41531879999
236,27800,-4.76837158203125e-07,5.7086381912231445,705226.75,973000,1000.0,80821.20241001999
236,27900,-2.1457672119140625e-06,5.692689418792725,81053.8125,976500,1000.0,80821.20241001999
236,28000,-2.0384788513183594e-05,5.686633110046387,1078980.5,980000,1000.0,78639.49739902001
236,28100,2.5331974029541016e-05,5.672263145446777,159.3355712890625,983500,1000.0,78639.49739902001
236,28200,-2.9921531677246094e-05,5.671921730041504,1100459.0,987000,1000.0,74737.06509989
237,28300,-0.0002332925796508789,5.659738540649414,158.17462158203125,990500,1000.0,74737.06509989
237,28400,-2.384185791015625e-07,5.625272274017334,636476.5625,994000,1000.0,70480.27186838
237,28500,-6.687641143798828e-05,5.612461566925049,290.08746337890625,997500,1000.0,70480.27186838
