total_timesteps,policy_entropy,fps,value_loss,nupdates,explained_variance,ep_len_mean,ep_reward_mean
738000,46.63914108276367,298,3829.69091796875,49200,-0.017324209213256836,1000.0,631.7455487699999
739500,46.67723083496094,299,0.004745167680084705,49300,0.2774500846862793,1000.0,631.7455487699999
741000,46.74266052246094,298,3793.04052734375,49400,0.10879600048065186,1000.0,631.76959489
742500,46.79404830932617,299,0.003261173376813531,49500,-0.49346721172332764,1000.0,631.76959489
744000,46.85238265991211,298,3839.68017578125,49600,0.021708905696868896,1000.0,631.7609685099999
745500,46.91431427001953,299,0.6546781659126282,49700,0.4913773536682129,1000.0,631.7609685099999
747000,47.02933883666992,298,3847.70849609375,49800,-0.024788975715637207,1000.0,631.4876686900002
748500,47.03474426269531,299,0.6446244716644287,49900,-0.3348388671875,1000.0,631.4876686900002
750000,47.084205627441406,298,3809.2890625,50000,0.026300668716430664,1000.0,631.5132481100001
751500,47.11980056762695,299,0.2566983997821808,50100,0.10861122608184814,1000.0,631.5132481100001
753000,47.20865249633789,298,3856.846923828125,50200,-0.02095174789428711,1000.0,631.89253773
754500,47.236854553222656,299,0.012681111693382263,50300,0.3608495593070984,1000.0,631.89253773
756000,47.30582809448242,298,3860.371826171875,50400,-7.390975952148438e-05,1000.0,631.68140355
757500,47.33112716674805,299,0.005611686035990715,50500,0.23364770412445068,1000.0,631.68140355
759000,47.38560485839844,298,3809.099853515625,50600,-0.002809286117553711,1000.0,631.46533829
760500,47.446041107177734,299,0.021615318953990936,50700,0.05333268642425537,1000.0,631.46533829
762000,47.466346740722656,298,3845.331298828125,50800,0.000638425350189209,1000.0,631.36634964
763500,47.572330474853516,299,0.01511403825134039,50900,0.16747575998306274,1000.0,631.36634964
765000,47.68502426147461,298,3873.012451171875,51000,0.006893336772918701,1000.0,631.3038445000001
766500,47.742897033691406,299,0.02860516496002674,51100,0.24875402450561523,1000.0,631.3038445000001
768000,47.820594787597656,298,3821.406494140625,51200,0.09656023979187012,1000.0,630.23682702
